primary_label,secondary_labels,type,filename,collection,rating,url,latitude,longitude,scientific_name,common_name,author,license
creoro1,[''],['song'],creoro1/XC276421.ogg,XC,4.0,train_audio_clear/creoro1/XC276421.ogg,-0.693,-77.605,Psarocolius decumanus,Crested Oropendola,Jonas Nilsson,cc-by-nc-sa 4.0
creoro1,['whtdov'],"['call', 'song']",creoro1/XC288645.ogg,XC,2.5,train_audio_clear/creoro1/XC288645.ogg,-5.0501,-42.5501,Psarocolius decumanus,Crested Oropendola,Jeremy Minns,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC290371.ogg,XC,4.0,train_audio_clear/creoro1/XC290371.ogg,-17.7833,-63.0666,Psarocolius decumanus,Crested Oropendola,Yoann Blanchon,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC293888.ogg,XC,4.0,train_audio_clear/creoro1/XC293888.ogg,-0.6672,-77.5991,Psarocolius decumanus,Crested Oropendola,Guido O. Keijl,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC297057.ogg,XC,5.0,train_audio_clear/creoro1/XC297057.ogg,-5.6742,-77.7025,Psarocolius decumanus,Crested Oropendola,Ross Gallardy,cc-by-nc-sa 4.0
creoro1,[''],['alarm call'],creoro1/XC299643.ogg,XC,5.0,train_audio_clear/creoro1/XC299643.ogg,-17.8677,-63.2696,Psarocolius decumanus,Crested Oropendola,Patrice Adret,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC299646.ogg,XC,5.0,train_audio_clear/creoro1/XC299646.ogg,-17.8677,-63.2696,Psarocolius decumanus,Crested Oropendola,Patrice Adret,cc-by-nc-sa 4.0
creoro1,"['grasal4', 'grekis']",['call'],creoro1/XC317790.ogg,XC,3.5,train_audio_clear/creoro1/XC317790.ogg,8.8667,-75.7859,Psarocolius decumanus,Crested Oropendola,Nick Komar,cc-by-nc-sa 4.0
creoro1,[''],['dawn vocalisations'],creoro1/XC32434.ogg,XC,4.0,train_audio_clear/creoro1/XC32434.ogg,-23.5334,-64.5501,Psarocolius decumanus,Crested Oropendola,Niels Krabbe,cc-by-nc-sa 3.0
creoro1,[''],['song'],creoro1/XC335738.ogg,XC,5.0,train_audio_clear/creoro1/XC335738.ogg,-20.41,-43.35,Psarocolius decumanus,Crested Oropendola,Jerome Fischer,cc-by-nc-sa 4.0
creoro1,[''],"['call', 'song']",creoro1/XC348809.ogg,XC,4.0,train_audio_clear/creoro1/XC348809.ogg,-18.1053,-63.5978,Psarocolius decumanus,Crested Oropendola,Dan Lane,cc-by-nc-sa 4.0
creoro1,[''],"['call', 'song']",creoro1/XC351104.ogg,XC,5.0,train_audio_clear/creoro1/XC351104.ogg,-18.107,-63.599,Psarocolius decumanus,Crested Oropendola,Guy Kirwan,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC351960.ogg,XC,3.0,train_audio_clear/creoro1/XC351960.ogg,-21.757,-43.31,Psarocolius decumanus,Crested Oropendola,Marco Manhães,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC353316.ogg,XC,3.0,train_audio_clear/creoro1/XC353316.ogg,4.0885,-73.6785,Psarocolius decumanus,Crested Oropendola,Andres Angulo,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC356486.ogg,XC,5.0,train_audio_clear/creoro1/XC356486.ogg,-0.4667,-76.8334,Psarocolius decumanus,Crested Oropendola,Susan Hochgraf,cc-by-nc-sa 4.0
creoro1,[''],"['alarm call', 'call']",creoro1/XC358879.ogg,XC,4.0,train_audio_clear/creoro1/XC358879.ogg,-27.4154,-56.2634,Psarocolius decumanus,Crested Oropendola,Luis Pradier,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC363931.ogg,XC,4.0,train_audio_clear/creoro1/XC363931.ogg,-24.173,-65.3071,Psarocolius decumanus,Crested Oropendola,Luis Fernandez Campos,cc-by-nc-sa 4.0
creoro1,['mastit1'],"['song', 'wing flutter']",creoro1/XC367644.ogg,XC,4.5,train_audio_clear/creoro1/XC367644.ogg,8.181,-81.8675,Psarocolius decumanus,Crested Oropendola,Kent Livezey,cc-by-nc-sa 4.0
creoro1,[''],"['song', 'display song']",creoro1/XC379277.ogg,XC,4.0,train_audio_clear/creoro1/XC379277.ogg,-22.4212,-42.9559,Psarocolius decumanus,Crested Oropendola,Ricardo José Mitidieri,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC386680.ogg,XC,4.0,train_audio_clear/creoro1/XC386680.ogg,8.8526,-70.5806,Psarocolius decumanus,Crested Oropendola,Albert Lastukhin,cc-by-nc-sa 4.0
creoro1,[''],"['call', 'song']",creoro1/XC386681.ogg,XC,4.0,train_audio_clear/creoro1/XC386681.ogg,8.8526,-70.5806,Psarocolius decumanus,Crested Oropendola,Albert Lastukhin,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC386682.ogg,XC,4.0,train_audio_clear/creoro1/XC386682.ogg,8.8526,-70.5806,Psarocolius decumanus,Crested Oropendola,Albert Lastukhin,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC387071.ogg,XC,4.0,train_audio_clear/creoro1/XC387071.ogg,8.8085,-70.5049,Psarocolius decumanus,Crested Oropendola,Albert Lastukhin,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC387942.ogg,XC,4.0,train_audio_clear/creoro1/XC387942.ogg,8.8085,-70.5049,Psarocolius decumanus,Crested Oropendola,Albert Lastukhin,cc-by-nc-sa 4.0
creoro1,"['blhpar1', 'bkmtou1']",['call'],creoro1/XC387943.ogg,XC,2.5,train_audio_clear/creoro1/XC387943.ogg,8.8085,-70.5049,Psarocolius decumanus,Crested Oropendola,Albert Lastukhin,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC389345.ogg,XC,3.0,train_audio_clear/creoro1/XC389345.ogg,7.886,-75.713,Psarocolius decumanus,Crested Oropendola,Sergio Chaparro-Herrera,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC389654.ogg,XC,2.0,train_audio_clear/creoro1/XC389654.ogg,4.0706,-73.679,Psarocolius decumanus,Crested Oropendola,Andres Angulo ,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC389655.ogg,XC,2.0,train_audio_clear/creoro1/XC389655.ogg,4.0706,-73.679,Psarocolius decumanus,Crested Oropendola,Andres Angulo ,cc-by-nc-sa 4.0
creoro1,[''],"['song', 'wing flutter']",creoro1/XC400780.ogg,XC,3.0,train_audio_clear/creoro1/XC400780.ogg,9.9269,-75.1131,Psarocolius decumanus,Crested Oropendola,Hugo A. Vides,cc-by-nc-sa 4.0
creoro1,[''],"['song', 'wing flaps', 'wing whirrs']",creoro1/XC402054.ogg,XC,5.0,train_audio_clear/creoro1/XC402054.ogg,8.2286,-77.7534,Psarocolius decumanus,Crested Oropendola,Kent Livezey,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC407301.ogg,XC,2.0,train_audio_clear/creoro1/XC407301.ogg,5.0901,-52.5698,Psarocolius decumanus,Crested Oropendola,Brice de la Croix,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC415454.ogg,XC,4.0,train_audio_clear/creoro1/XC415454.ogg,-16.6869,-49.2648,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC418771.ogg,XC,3.0,train_audio_clear/creoro1/XC418771.ogg,-22.327,-43.1693,Psarocolius decumanus,Crested Oropendola,Ricardo José Mitidieri,cc-by-nc-sa 4.0
creoro1,[''],"['call', 'single call']",creoro1/XC421397.ogg,XC,2.0,train_audio_clear/creoro1/XC421397.ogg,-16.0845,-39.3405,Psarocolius decumanus,Crested Oropendola,Fernando Igor de Godoy,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC424590.ogg,XC,5.0,train_audio_clear/creoro1/XC424590.ogg,4.3882,-75.3217,Psarocolius decumanus,Crested Oropendola,Yair Guillermo Molina Martínez.,cc-by-nc-sa 4.0
creoro1,[''],['canto'],creoro1/XC427851.ogg,XC,3.0,train_audio_clear/creoro1/XC427851.ogg,-20.323,-46.5037,Psarocolius decumanus,Crested Oropendola,Caio Brito,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC428443.ogg,XC,5.0,train_audio_clear/creoro1/XC428443.ogg,-6.7131,-47.017,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC430735.ogg,XC,4.0,train_audio_clear/creoro1/XC430735.ogg,-9.5936,-67.5411,Psarocolius decumanus,Crested Oropendola,Jônatas Machado,cc-by-nc-sa 4.0
creoro1,[''],"['call', 'song']",creoro1/XC435507.ogg,XC,5.0,train_audio_clear/creoro1/XC435507.ogg,-11.0192,-66.0987,Psarocolius decumanus,Crested Oropendola,Guy Kirwan,cc-by-nc-sa 4.0
creoro1,"['yercac1', 'grekis']",['song'],creoro1/XC437241.ogg,XC,3.5,train_audio_clear/creoro1/XC437241.ogg,-4.2889,-70.2948,Psarocolius decumanus,Crested Oropendola,Jerome Fischer,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC437940.ogg,XC,3.0,train_audio_clear/creoro1/XC437940.ogg,-9.5863,-55.9191,Psarocolius decumanus,Crested Oropendola,Bobby Wilcox,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC439537.ogg,XC,3.0,train_audio_clear/creoro1/XC439537.ogg,3.2866,-75.5858,Psarocolius decumanus,Crested Oropendola,Kevin alexander hernandez diaz,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC440998.ogg,XC,4.0,train_audio_clear/creoro1/XC440998.ogg,-9.8781,-56.0981,Psarocolius decumanus,Crested Oropendola,Bobby Wilcox,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC443127.ogg,XC,2.0,train_audio_clear/creoro1/XC443127.ogg,-14.6386,-66.2843,Psarocolius decumanus,Crested Oropendola,Rosendo Fraga,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC444442.ogg,XC,2.0,train_audio_clear/creoro1/XC444442.ogg,-27.4336,-56.811,Psarocolius decumanus,Crested Oropendola,Rosendo Manuel Fraga,cc-by-nc-sa 4.0
creoro1,"['paltan1', 'yercac1', 'trokin']",['song'],creoro1/XC446947.ogg,XC,3.5,train_audio_clear/creoro1/XC446947.ogg,-3.5664,-78.4596,Psarocolius decumanus,Crested Oropendola,Leonardo Ordóñez-Delgado,cc-by-nc-sa 4.0
creoro1,"['paltan1', 'yercac1']",['song'],creoro1/XC446948.ogg,XC,2.5,train_audio_clear/creoro1/XC446948.ogg,-3.5664,-78.4596,Psarocolius decumanus,Crested Oropendola,Leonardo Ordóñez-Delgado,cc-by-nc-sa 4.0
creoro1,[''],"['alarm call', 'call']",creoro1/XC461462.ogg,XC,0.0,train_audio_clear/creoro1/XC461462.ogg,-11.8934,-71.3211,Psarocolius decumanus,Crested Oropendola,Blair Jollands,cc-by-nc-sa 4.0
creoro1,[''],"['alarm call', 'call']",creoro1/XC461464.ogg,XC,0.0,train_audio_clear/creoro1/XC461464.ogg,-11.8934,-71.3211,Psarocolius decumanus,Crested Oropendola,Blair Jollands,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC461496.ogg,XC,0.0,train_audio_clear/creoro1/XC461496.ogg,-11.9006,-71.3834,Psarocolius decumanus,Crested Oropendola,Blair Jollands,cc-by-nc-sa 4.0
creoro1,['banana'],['song'],creoro1/XC462236.ogg,XC,3.5,train_audio_clear/creoro1/XC462236.ogg,11.288,-60.6267,Psarocolius decumanus,Crested Oropendola,Dan Lane,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC466080.ogg,XC,0.0,train_audio_clear/creoro1/XC466080.ogg,10.5441,-63.1213,Psarocolius decumanus,Crested Oropendola,Rosendo Manuel Fraga,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC476277.ogg,XC,0.0,train_audio_clear/creoro1/XC476277.ogg,-0.4383,-76.2791,Psarocolius decumanus,Crested Oropendola,Jerome Fischer,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC478231.ogg,XC,0.0,train_audio_clear/creoro1/XC478231.ogg,-0.4383,-76.2791,Psarocolius decumanus,Crested Oropendola,Jerome Fischer,cc-by-nc-sa 4.0
creoro1,"['yectyr1', 'pavpig2']",['song'],creoro1/XC479545.ogg,XC,4.5,train_audio_clear/creoro1/XC479545.ogg,-0.4383,-76.2791,Psarocolius decumanus,Crested Oropendola,Jerome Fischer,cc-by-nc-sa 4.0
creoro1,[''],"['song', 'display song & instruemntal wings noise']",creoro1/XC47999.ogg,XC,5.0,train_audio_clear/creoro1/XC47999.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],"['call', 'song', 'calls & distant display song']",creoro1/XC48000.ogg,XC,5.0,train_audio_clear/creoro1/XC48000.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC48001.ogg,XC,4.0,train_audio_clear/creoro1/XC48001.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC481618.ogg,XC,5.0,train_audio_clear/creoro1/XC481618.ogg,11.1006,-74.0724,Psarocolius decumanus,Crested Oropendola,Rolf A. de By,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC493236.ogg,XC,3.0,train_audio_clear/creoro1/XC493236.ogg,-6.7455,-46.9907,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],"['call', 'song']",creoro1/XC493446.ogg,XC,5.0,train_audio_clear/creoro1/XC493446.ogg,-6.3761,-47.1085,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,['watjac1'],['song'],creoro1/XC494220.ogg,XC,4.5,train_audio_clear/creoro1/XC494220.ogg,-3.1914,-60.3528,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC494568.ogg,XC,0.0,train_audio_clear/creoro1/XC494568.ogg,10.1017,-68.892,Psarocolius decumanus,Crested Oropendola,Miguel Angel Torres,cc-by-nc-sa 4.0
creoro1,[''],"['song', 'display song']",creoro1/XC494609.ogg,XC,0.0,train_audio_clear/creoro1/XC494609.ogg,-22.3553,-44.7877,Psarocolius decumanus,Crested Oropendola,Ricardo José Mitidieri,cc-by-nc-sa 4.0
creoro1,[''],"['song', 'display song']",creoro1/XC494610.ogg,XC,0.0,train_audio_clear/creoro1/XC494610.ogg,-22.3553,-44.7877,Psarocolius decumanus,Crested Oropendola,Ricardo José Mitidieri,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC501439.ogg,XC,4.0,train_audio_clear/creoro1/XC501439.ogg,10.4686,-66.8483,Psarocolius decumanus,Crested Oropendola,Rafael Gianni Zurita,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC511504.ogg,XC,5.0,train_audio_clear/creoro1/XC511504.ogg,11.1009,-74.072,Psarocolius decumanus,Crested Oropendola,Bobby Wilcox,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC51603.ogg,XC,4.0,train_audio_clear/creoro1/XC51603.ogg,-22.1931,-63.9445,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['song'],creoro1/XC51604.ogg,XC,5.0,train_audio_clear/creoro1/XC51604.ogg,-22.1931,-63.9445,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC51605.ogg,XC,5.0,train_audio_clear/creoro1/XC51605.ogg,-22.1931,-63.9445,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['song'],creoro1/XC51606.ogg,XC,4.0,train_audio_clear/creoro1/XC51606.ogg,-22.1931,-63.9445,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],[''],creoro1/XC524058.ogg,XC,4.0,train_audio_clear/creoro1/XC524058.ogg,9.9,-75.1167,Psarocolius decumanus,Crested Oropendola,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),cc-by-nc-sa 4.0
creoro1,[''],[''],creoro1/XC525013.ogg,XC,4.0,train_audio_clear/creoro1/XC525013.ogg,9.9,-75.1167,Psarocolius decumanus,Crested Oropendola,Mauricio Álvarez-Rebolledo,cc-by-nc-sa 4.0
creoro1,[''],['subsong'],creoro1/XC537601.ogg,XC,0.0,train_audio_clear/creoro1/XC537601.ogg,-8.7512,-68.9938,Psarocolius decumanus,Crested Oropendola,Fernando Igor de Godoy,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC538013.ogg,XC,0.0,train_audio_clear/creoro1/XC538013.ogg,5.0901,-52.5698,Psarocolius decumanus,Crested Oropendola,Brice de la Croix,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC538014.ogg,XC,0.0,train_audio_clear/creoro1/XC538014.ogg,5.0901,-52.5698,Psarocolius decumanus,Crested Oropendola,Brice de la Croix,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC538015.ogg,XC,0.0,train_audio_clear/creoro1/XC538015.ogg,5.0901,-52.5698,Psarocolius decumanus,Crested Oropendola,Brice de la Croix,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC549983.ogg,XC,5.0,train_audio_clear/creoro1/XC549983.ogg,1.4898,-75.6801,Psarocolius decumanus,Crested Oropendola,Mauricio Cuellar Ramirez (@Birding.travel),cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC549985.ogg,XC,5.0,train_audio_clear/creoro1/XC549985.ogg,1.4898,-75.6801,Psarocolius decumanus,Crested Oropendola,Mauricio Cuellar Ramirez (@Birding.travel),cc-by-nc-sa 4.0
creoro1,[''],"['call', 'song']",creoro1/XC555919.ogg,XC,4.0,train_audio_clear/creoro1/XC555919.ogg,-9.4859,-70.4738,Psarocolius decumanus,Crested Oropendola,Dante Buzzetti,cc-by-nc-sa 4.0
creoro1,[''],['alarm call'],creoro1/XC556097.ogg,XC,5.0,train_audio_clear/creoro1/XC556097.ogg,-16.5631,-49.285,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],"['alarm call', 'song']",creoro1/XC556100.ogg,XC,5.0,train_audio_clear/creoro1/XC556100.ogg,-16.5631,-49.285,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC558366.ogg,XC,4.0,train_audio_clear/creoro1/XC558366.ogg,2.4799,-76.5406,Psarocolius decumanus,Crested Oropendola,Alejandro Vivas Ruiz,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC569182.ogg,XC,4.0,train_audio_clear/creoro1/XC569182.ogg,-9.4439,-70.4345,Psarocolius decumanus,Crested Oropendola,Dante Buzzetti,cc-by-nc-sa 4.0
creoro1,['saffin'],['song'],creoro1/XC570768.ogg,XC,0.0,train_audio_clear/creoro1/XC570768.ogg,-27.9974,-56.2627,Psarocolius decumanus,Crested Oropendola,Rosendo Manuel Fraga,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC57153.ogg,XC,3.0,train_audio_clear/creoro1/XC57153.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57154.ogg,XC,3.0,train_audio_clear/creoro1/XC57154.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57155.ogg,XC,3.0,train_audio_clear/creoro1/XC57155.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57156.ogg,XC,3.0,train_audio_clear/creoro1/XC57156.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57157.ogg,XC,2.0,train_audio_clear/creoro1/XC57157.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57158.ogg,XC,3.0,train_audio_clear/creoro1/XC57158.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57159.ogg,XC,4.0,train_audio_clear/creoro1/XC57159.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57160.ogg,XC,4.0,train_audio_clear/creoro1/XC57160.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],['call'],creoro1/XC57161.ogg,XC,3.0,train_audio_clear/creoro1/XC57161.ogg,,,Psarocolius decumanus,Crested Oropendola,Bernabe Lopez-Lanus,cc-by-nc-sa 3.0
creoro1,[''],"['song', 'song and wing noise']",creoro1/XC573798.ogg,XC,5.0,train_audio_clear/creoro1/XC573798.ogg,1.4898,-75.6801,Psarocolius decumanus,Crested Oropendola,Mauricio Cuellar Ramirez (@Birding.travel),cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC586881.ogg,XC,4.0,train_audio_clear/creoro1/XC586881.ogg,-11.5833,-72.95,Psarocolius decumanus,Crested Oropendola,Rosendo Manuel Fraga,cc-by-nc-sa 4.0
creoro1,[''],"['flight call', 'song']",creoro1/XC595879.ogg,XC,4.0,train_audio_clear/creoro1/XC595879.ogg,-4.2889,-70.2948,Psarocolius decumanus,Crested Oropendola,Jerome Fischer,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC63932.ogg,XC,4.0,train_audio_clear/creoro1/XC63932.ogg,-11.8667,-71.3667,Psarocolius decumanus,Crested Oropendola,Joseph Tobias and Nathalie Seddon,cc-by-nc-sa 3.0
creoro1,[''],"['call', 'song']",creoro1/XC658420.ogg,XC,5.0,train_audio_clear/creoro1/XC658420.ogg,-18.9439,-46.9925,Psarocolius decumanus,Crested Oropendola,Robson Silva e Silva,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC664400.ogg,XC,5.0,train_audio_clear/creoro1/XC664400.ogg,-15.4102,-39.5401,Psarocolius decumanus,Crested Oropendola,Mateus Gonçalves Santos ,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC705714.ogg,XC,5.0,train_audio_clear/creoro1/XC705714.ogg,-17.5487,-40.6024,Psarocolius decumanus,Crested Oropendola,Fernando Igor de Godoy,cc-by-nc-sa 4.0
creoro1,"['strcuc1', 'yercac1', 'grekis']","['call', 'song']",creoro1/XC706300.ogg,XC,3.5,train_audio_clear/creoro1/XC706300.ogg,-13.7656,-66.1005,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,"['greani1', 'stbwoo2', 'rumfly1']","['call', 'song']",creoro1/XC706309.ogg,XC,3.5,train_audio_clear/creoro1/XC706309.ogg,-14.7306,-64.947,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC706312.ogg,XC,4.0,train_audio_clear/creoro1/XC706312.ogg,-14.7306,-64.947,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,"['greani1', 'stbwoo2']","['call', 'song']",creoro1/XC706315.ogg,XC,3.5,train_audio_clear/creoro1/XC706315.ogg,-14.7306,-64.947,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,"['pirfly1', 'labter1']","['call', 'song']",creoro1/XC706321.ogg,XC,3.5,train_audio_clear/creoro1/XC706321.ogg,-14.7949,-64.9745,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC706322.ogg,XC,4.0,train_audio_clear/creoro1/XC706322.ogg,-18.1051,-63.5983,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,['paltan1'],['song'],creoro1/XC706328.ogg,XC,3.5,train_audio_clear/creoro1/XC706328.ogg,-18.1051,-63.5983,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC706331.ogg,XC,5.0,train_audio_clear/creoro1/XC706331.ogg,-18.5039,-60.8069,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,['blhpar1'],"['call', 'song']",creoro1/XC706335.ogg,XC,4.5,train_audio_clear/creoro1/XC706335.ogg,-18.1051,-63.5983,Psarocolius decumanus,Crested Oropendola,Richard E. Webster,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC732846.ogg,XC,4.0,train_audio_clear/creoro1/XC732846.ogg,-14.625,-49.0051,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC74128.ogg,XC,3.0,train_audio_clear/creoro1/XC74128.ogg,,,Psarocolius decumanus,Crested Oropendola,Joseph Tobias and Nathalie Seddon,cc-by-nc-sa 3.0
creoro1,[''],['song'],creoro1/XC744946.ogg,XC,5.0,train_audio_clear/creoro1/XC744946.ogg,-22.9242,-45.9396,Psarocolius decumanus,Crested Oropendola,João Vitor Oliveira de Souza,cc-by-nc-sa 4.0
creoro1,['strcuc1'],['call'],creoro1/XC769620.ogg,XC,4.5,train_audio_clear/creoro1/XC769620.ogg,-6.3776,-47.4047,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,['grekis'],['song'],creoro1/XC774445.ogg,XC,3.5,train_audio_clear/creoro1/XC774445.ogg,-15.4102,-39.5401,Psarocolius decumanus,Crested Oropendola,Mateus Gonçalves Santos ,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC788950.ogg,XC,5.0,train_audio_clear/creoro1/XC788950.ogg,-13.3558,-47.2809,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],['song'],creoro1/XC788995.ogg,XC,5.0,train_audio_clear/creoro1/XC788995.ogg,-13.3558,-47.2809,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],"['flight call', 'song']",creoro1/XC793175.ogg,XC,5.0,train_audio_clear/creoro1/XC793175.ogg,-13.3725,-47.327,Psarocolius decumanus,Crested Oropendola,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
creoro1,[''],['call'],creoro1/XC8008.ogg,XC,5.0,train_audio_clear/creoro1/XC8008.ogg,-0.6859,-77.6045,Psarocolius decumanus,Crested Oropendola,Nick Athanas,cc-by-nc-sa 3.0
